EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
593784,SOUTH SIERRA MOUNTAINS (ZONE), ,08/01/2015,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,98861,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2015,2359, , , , ,"","The Rough Fire was started by lightning on July 31, 2015 in the Kings River Drainage, 5 miles north of Hume Lake and 2.5 miles southwest of Spanish Mountain. The fire burned actively through August and continued into September. As of September 2, it had burned 79,963 acres. The fire was burning in the Sierra National Forest, Sequoia National Forest, and Sequoia & Kings Canyon National Parks. The fire closed Highway 180 east of Grant Grove and closed all of Kings Canyon National Park. The fire threatened infrastructure in the Hume Lake area as well as in Cedar Grove and several other small communities. There were 5 structures lost. The cost of containment as of September 2, was 57.8 million.",101
593782,SOUTH SIERRA MOUNTAINS (ZONE), ,08/01/2015,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,98859,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/11/2015,1700, , , , ,"","The Willow Fire began on July 25, 2015 and was contained on August 11, 2015. It was human caused and was located 2 miles west of Wishon, CA, in the Sierra National Forest. It burned 5702 acres. There were no structures lost and no fatalities. The cost of containment was 19.7 million.",102
593781,SOUTH SIERRA FOOTHILLS (ZONE), ,08/01/2015,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,98859,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,08/11/2015,1700, , , , ,"","The Willow Fire began on July 25, 2015 and was contained on August 11, 2015. It was human caused and was located 2 miles west of Wishon, CA, in the Sierra National Forest. It burned 5702 acres. There were no structures lost and no fatalities. The cost of containment was 19.7 million.",103
598351,SOUTH SIERRA MOUNTAINS (ZONE), ,09/01/2015,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,99780,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2015,2359, , , , ,"","The Rough Fire was started by lightning on July 31, 2015 in the Kings River Drainage, 5 miles north of Hume Lake and 2.5 miles southwest of Spanish Mountain. The fire burned actively through August and September. As of September 30, it had burned 151,623 acres. The fire was burning in the Sierra National Forest, Sequoia National Forest, and Sequoia & Kings Canyon National Parks. The fire closed Highway 180 east of Grant Grove and closed all of Kings Canyon National Park for several weeks. The fire threatened infrastructure in the Hume Lake area as well as in Cedar Grove and several other small communities. There were 4 structures lost. The cost of containment as of September 30, was 118.9 million. The fire was 85 percent contained on September 30, and continued to burn in the interior areas into October.",104
598353,SOUTH SIERRA MOUNTAINS (ZONE), ,09/07/2015,2030,Wildfire, , ,0,0,0,0,CA,PST-8, ,99781,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/16/2015,1700, , , , ,"","The Tenaya fire began on the evening of September 7, 2015, in Yosemite National Park, approximately 2 miles north of Yosemite Valley. The cause is under investigation. The fire burned 415 acres before being contained on September 16. There were no structures lost. The cost of containment was $1.9 million.",105
644876,S SIERRA FOOTHILLS (ZONE), ,07/30/2016,1540,Wildfire, , ,0,0,0,0,CA,PST-8, ,107609,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2016,2359, , , , ,"","The Goose fire began on July 30, 2016, 2 miles southeast of Prather, CA in the foothills of Fresno County. The cause is under investigation, but is believed to be human caused. It burned 1800 acres as of July 31, but continued burning into August. A portion of Highway 168 was closed for 3 days due to the fire. The cost of containment was $1.2 Million as of July 31.",106
656692,S SIERRA FOOTHILLS (ZONE), ,08/01/2016,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,109775,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,08/09/2016,1700, , , , ,"","The Goose fire began on July 30, 2016, 2 miles southeast of Prather, CA in the foothills of Fresno County. The cause is under investigation, but is believed to be human caused. It burned 1800 acres as of July 31, but continued burning into August. A portion of Highway 168 was closed for 3 days due to the fire. There were four residences and 5 out-buildings destroyed before the fire was contained on August 9, 2016. The cost of containment was $10.4 million.",107
709513,S SIERRA FOOTHILLS (ZONE), ,07/16/2017,1456,Wildfire, , ,0,0,0,0,CA,PST-8, ,118027,Z,93,HNX,0,0,State Official, , , , , , , , ,07/31/2017,2359, , , , ,"","The Detwiler Fire began on July 16, 2017, 15 miles northwest of Mariposa, CA. It was human caused. It burned 81,826 acres, resulting in 63 residences, 67 minor structures and 1 commercial structure being destroyed with another 13 residences and 8 minor structures damaged. The fire forced the evacuation of several small rural communities for as long as 10 days and also the entire town of Mariposa (population 18,000) for 3 days. Parts of Highways 41, 49, and 140 were closed at times during the fire. The fire was 90 percent contained on July 31, 2017, but no additional growth occurred before it was completely contained on August 24, 2017. Cost of containment was $87 Million.",108
718151,S SIERRA FOOTHILLS (ZONE), ,08/01/2017,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,119749,Z,93,HNX,0,0,State Official, , , , , , , , ,08/24/2017,1700, , , , ,"","The Detwiler Fire began on July 16, 2017, 15 miles northwest of Mariposa, CA. It was human caused. It burned 81,826 acres, resulting in 63 residences, 67 minor structures and 1 commercial structure being destroyed with another 13 residences and 8 minor structures damaged. The fire forced the evacuation of several small rural communities for as long as 10 days and also the entire town of Mariposa (population 18,000) for 3 days. Parts of Highways 41, 49, and 140 were closed at times during the fire. The fire was contained on August 24, 2017. Cost of containment was $90 Million.",109
718289,S SIERRA MTNS (ZONE), ,08/13/2017,1328,Wildfire, , ,0,0,0,0,CA,PST-8, ,119784,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2017,2359, , , , ,"Fire began on August 13 of unknown cause, but was possibly lightning started. The fire began about 1 mile east of Wawona along the south fork of the Merced river in Yosemite National Park. The cost of containment was $8.6 milliion as of September 21. After the end of August the fire was being managed as it burned into rockier ground in the wilderness of Yosemite.","The South Fork Fire fire began on August 13, 2017, 1 mile east of Wawona along the south fork of the Merced river in Yosemite National Park. The fire closed several trails in the southern part of Yosemite. Thunderstorms downdrafts caused the fire to spread west and threaten the community of Wawona, which was evacuated for 6 days from August 19th to the 24th. Firefighters were able to contain the fire on the south and west side of the fire by August 26th, but the fire was being allowed to burn to the east. Containment was 44 percent by the end of August. Thereafter, the fire was being managed as it moved into rockier terrain in the wilderness of Yosemite. The fire will likely continue into October.",110
718304,S SIERRA MTNS (ZONE), ,08/29/2017,1200,Wildfire, , ,0,6,0,0,CA,PST-8, ,119788,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2017,2359, , , , ,"The Railroad Fire started just near the community of Sugar Pine along Highway 41, 8.75 miles north of Oakhurst. This area is just south of Yosemite National Park. It spread rapidly, destroying 17 structures, including at least 5 homes, a historic locomotive and the passenger car, snowplow, side dump car and refrigerator car that were attached to it.  The fire also burned into the Nelder Grove of Giant Sequoia trees, threatening significant damage.","The Railroad Fire started on the afternoon of August 29, 2017, west of Highway 41, 8.75 miles north of Oakhurst, just south of Yosemite National Park near the community of Sugar Pine. The fire spread rapidly in dry brush. Highway 41 between Oakhurst and the south entrance of Yosemite National Park was closed in both directions for about a week with several small communities evacuated, including Tenaya Lodge that serves visitors to Yosemite. The fire burned 12,407 acres before being contained on September 15, 2017. Cost of containment was $20.8 million. There were 17 structures destroyed, including a historic locomotive that wasn���t being used, as well as a passenger car, snowplow, side dump car and refrigerator car that were attached to it that were part of the Yosemite Mountain Sugar Pine Railroad. More than 200 wooden railroad ties also burned. The fire also burned into the Nelder Grove of Giant Sequoia trees.",111
718317,S SIERRA MTNS (ZONE), ,09/01/2017,0,Wildfire, , ,0,6,0,0,CA,PST-8, ,119791,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/15/2017,0, , , , ,"The Railroad Fire started August 29, 2017 near the community of Sugar Pine along Highway 41, 8.75 miles north of Oakhurst. This area is just south of Yosemite National Park. It spread rapidly, destroying 17 structures, including at least 5 homes, a historic locomotive and the passenger car, snowplow, side dump car and refrigerator car that were attached to it. The fire also burned into the Nelder Grove of Giant Sequoia trees, threatening significant damage.","The Railroad Fire started on the afternoon of August 29, 2017, west of Highway 41, 8.75 miles north of Oakhurst, just south of Yosemite National Park near the community of Sugar Pine. The fire spread rapidly in dry brush. Highway 41 between Oakhurst and the south entrance of Yosemite National Park was closed in both directions for about a week with several small communities evacuated, including Tenaya Lodge that serves visitors to Yosemite. The fire burned 12,407 acres before being contained on September 15, 2017. Cost of containment was $20.8 million. There were 17 structures destroyed, including a historic locomotive that wasn���t being used, as well as a passenger car, snowplow, side dump car and refrigerator car that were attached to it that were part of the Yosemite Mountain Sugar Pine Railroad. More than 200 wooden railroad ties also burned. The fire also burned into the Nelder Grove of Giant Sequoia trees.",112
718335,S SIERRA FOOTHILLS (ZONE), ,09/03/2017,1206,Wildfire, , ,0,0,0,0,CA,PST-8, ,119796,Z,93,HNX,0,0,Fire Department/Rescue, , , , , , , , ,09/13/2017,1800, , , , ,"The Mission Fire was located 2 miles east of North Fork in Madera County. It burned 1035 acres in the Sierra Foothills, destroyed three homes and damaged 4 other structures before being contained. The cost of containment was $13.8 million.","Two fires started within a short time of each other on the afternoon of September 3, 2017, both in the foothills of the Sierra Nevada. The Mission fire began 2 miles east of North Fork in Madera county and burned 1035 acres and destroyed three residences and damaged 4 other structures before being contained on September 13, 2017.  The Peak fire began 9 miles southeast of Mariposa in Mariposa county and burned 680 acres and destroyed 2 structures before being contained on September 9, 2017. The cause of both fires is unknown.",113
718337,S SIERRA FOOTHILLS (ZONE), ,09/03/2017,1210,Wildfire, , ,0,0,0,0,CA,PST-8, ,119796,Z,93,HNX,0,0,Fire Department/Rescue, , , , , , , , ,09/09/2017,1800, , , , ,"The Peak fire was located 9 miles southeast of Mariposa, in Mariposa county. It burned 680 acres and destroyed 2 structures before being contained on September 9. The cost of containment was $1 million.","Two fires started within a short time of each other on the afternoon of September 3, 2017, both in the foothills of the Sierra Nevada. The Mission fire began 2 miles east of North Fork in Madera county and burned 1035 acres and destroyed three residences and damaged 4 other structures before being contained on September 13, 2017.  The Peak fire began 9 miles southeast of Mariposa in Mariposa county and burned 680 acres and destroyed 2 structures before being contained on September 9, 2017. The cause of both fires is unknown.",114
768073,S SIERRA FOOTHILLS (ZONE), ,07/13/2018,2036,Wildfire, , ,2,9,0,0,CA,PST-8, ,128013,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2018,2359, , , , ,"The Ferguson fire began July 13, 2018 and continued burning into August. Tragically, 2 firefighters were killed. A CalFire bulldozer operator died on July 14 when his dozer rolled off a sharp ridge. A hotshot from Sequoia/Kings Canyon National Park was killed when he was hit by a falling tree on July 29. One structure was destroyed and 57,041 acres had burned by July 31. The cost of containment was $64.3 Million as of July 31.","The Ferguson Fire started on July 13, 2018 at 2136 PDT in the South Fork Merced River drainage, 10 miles north of Mariposa, CA in Sierra National Forest. The cause of the fire is under investigation. The fire started in an area that has steep, rugged terrain with scarcely any road access and a heavy presence of beetle-killed trees.  On the morning of July 14, a heavy equipment operator was killed in a bulldozer rollover accident. The fire grew rapidly under hot and dry weather conditions. Strong inversions each day resulted in smoke issues in the fire area that limited aircraft operations. Smoke impacts from the fire spread throughout Yosemite National Park, the Sierra Nevada and foothill and into the San Joaquin Valley. Highway 140 leading into Yosemite National Park was closed on July 14 and remained closed through the end of July and into August. Smoke impacts in Yosemite resulted in dangerous air quality causing Yosemite Valley and most of the eastern part of the park to be closed to visitors on July 25. This closure continued into early August. Highway 41 leading into Yosemite from the south was also closed. Several communities just outside of Yosemite, including El Portal, Foresta, and the park employee housing at Rancheria Flat were subject to evacuations. From July 24 to 31, additional evacuations and repopulations of other areas continued to occur. On July 29,    another tragic accident occurred when a tree fell, hitting and killing a firefighter.  This fire continued to burn actively into August. By July 31, it had burned 57,041 acres and cost $64.3 Million.",115
767811,S SIERRA MTNS (ZONE), ,07/13/2018,2036,Wildfire, , ,2,9,0,0,CA,PST-8, ,128013,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2018,2359, , , , ,"The Ferguson fire began July 13, 2018 and continued burning into August. Tragically, 2 firefighters were killed. A CalFire bulldozer operator died on July 14 when his dozer rolled off a sharp ridge. A hotshot from Sequoia/Kings Canyon National Park was killed when he was hit by a falling tree on July 29. One structure was destroyed and 57,041 acres had burned by July 31. The cost of containment was $64.3 Million as of July 31.","The Ferguson Fire started on July 13, 2018 at 2136 PDT in the South Fork Merced River drainage, 10 miles north of Mariposa, CA in Sierra National Forest. The cause of the fire is under investigation. The fire started in an area that has steep, rugged terrain with scarcely any road access and a heavy presence of beetle-killed trees.  On the morning of July 14, a heavy equipment operator was killed in a bulldozer rollover accident. The fire grew rapidly under hot and dry weather conditions. Strong inversions each day resulted in smoke issues in the fire area that limited aircraft operations. Smoke impacts from the fire spread throughout Yosemite National Park, the Sierra Nevada and foothill and into the San Joaquin Valley. Highway 140 leading into Yosemite National Park was closed on July 14 and remained closed through the end of July and into August. Smoke impacts in Yosemite resulted in dangerous air quality causing Yosemite Valley and most of the eastern part of the park to be closed to visitors on July 25. This closure continued into early August. Highway 41 leading into Yosemite from the south was also closed. Several communities just outside of Yosemite, including El Portal, Foresta, and the park employee housing at Rancheria Flat were subject to evacuations. From July 24 to 31, additional evacuations and repopulations of other areas continued to occur. On July 29,    another tragic accident occurred when a tree fell, hitting and killing a firefighter.  This fire continued to burn actively into August. By July 31, it had burned 57,041 acres and cost $64.3 Million.",116
776252,S SIERRA MTNS (ZONE), ,08/01/2018,0,Wildfire, , ,0,19,0,0,CA,PST-8, ,129577,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/18/2018,1700, , , , ,"The Ferguson fire began on the Sierra National Forest just west of Yosemite, and spread to parts of the Stanislaus National Forest as well as into southern and western Yosemite National Park.","The Ferguson Fire started on July 13, 2018 at 2136 PDT in the South Fork Merced River drainage, 10 miles north of Mariposa, CA in Sierra National Forest. The cause of the fire is under investigation. The fire started in an area that has steep, rugged terrain with scarcely any road access and a heavy presence of beetle-killed trees. On the morning of July 14, a heavy equipment operator was killed in a bulldozer rollover accident while constructing line in a steep canyon. The fire grew rapidly under hot and dry weather conditions. Strong inversions each day resulted in smoke issues in the fire area that limited aircraft operations. Smoke impacts from the fire spread throughout Yosemite National Park, the Sierra Nevada and foothill and into the San Joaquin Valley. Highway 140 leading into Yosemite National Park was closed on July 14 and remained closed through August 14. Smoke impacts in Yosemite resulted in dangerous air quality causing Yosemite Valley and most of the eastern part of the park to be closed to visitors on July 25. This closure continued until August 14. Highway 41 leading into Yosemite from the south was also closed and did not reopen until August 24. Several communities just outside of Yosemite, including El Portal, Foresta, and the park employee housing at Rancheria Flat were subject to evacuations. From July 24 to 31, additional evacuations and repopulations of other areas continued to occur. On July 29, another tragic accident occurred when a tree fell, hitting and killing a firefighter. The weather moderated on August 6, which gave firefighters the opportunity to reinforce containment lines, mop up hot spots, and complete firing operations to keep the fire from spreading further into Yosemite National Park.  The closure of Yosemite National Park for nearly three weeks had local and global impacts on those who had planned to travel to visit during that time. Economically, businesses were impacted in the gateway communities who depend on summer tourist season to sustain them through the year. |By August 18, the fire was contained and had burned 96,901 acres at a suppression cost of $117 Million. There were 19 injuries to firefighters and 10 structures destroyed.",117
776253,S SIERRA FOOTHILLS (ZONE), ,08/01/2018,0,Wildfire, , ,0,19,0,0,CA,PST-8, ,129577,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,08/18/2018,1700, , , , ,"The Ferguson fire began on the Sierra National Forest just west of Yosemite, and spread to parts of the Stanislaus National Forest as well as into southern and western Yosemite National Park.","The Ferguson Fire started on July 13, 2018 at 2136 PDT in the South Fork Merced River drainage, 10 miles north of Mariposa, CA in Sierra National Forest. The cause of the fire is under investigation. The fire started in an area that has steep, rugged terrain with scarcely any road access and a heavy presence of beetle-killed trees. On the morning of July 14, a heavy equipment operator was killed in a bulldozer rollover accident while constructing line in a steep canyon. The fire grew rapidly under hot and dry weather conditions. Strong inversions each day resulted in smoke issues in the fire area that limited aircraft operations. Smoke impacts from the fire spread throughout Yosemite National Park, the Sierra Nevada and foothill and into the San Joaquin Valley. Highway 140 leading into Yosemite National Park was closed on July 14 and remained closed through August 14. Smoke impacts in Yosemite resulted in dangerous air quality causing Yosemite Valley and most of the eastern part of the park to be closed to visitors on July 25. This closure continued until August 14. Highway 41 leading into Yosemite from the south was also closed and did not reopen until August 24. Several communities just outside of Yosemite, including El Portal, Foresta, and the park employee housing at Rancheria Flat were subject to evacuations. From July 24 to 31, additional evacuations and repopulations of other areas continued to occur. On July 29, another tragic accident occurred when a tree fell, hitting and killing a firefighter. The weather moderated on August 6, which gave firefighters the opportunity to reinforce containment lines, mop up hot spots, and complete firing operations to keep the fire from spreading further into Yosemite National Park.  The closure of Yosemite National Park for nearly three weeks had local and global impacts on those who had planned to travel to visit during that time. Economically, businesses were impacted in the gateway communities who depend on summer tourist season to sustain them through the year. |By August 18, the fire was contained and had burned 96,901 acres at a suppression cost of $117 Million. There were 19 injuries to firefighters and 10 structures destroyed.",118
912684,CENTRAL SIERRA (ZONE), ,07/24/2020,1251,Wildfire, , ,0,0,0,0,CA,PST-8, ,151457,Z,192,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2020,2359, , , , ,"The Blue Jay fire began on the afternoon of July 24th due to a lightning strike near the White Wolf Campground. The fire burned in generally wilderness, though did close several trails within the park.","See event.",119
922212,CENTRAL SIERRA (ZONE), ,09/04/2020,1730,Wildfire, , ,0,29,0,0,CA,PST-8, ,152993,Z,192,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2020,2359, , , , ,"The Creek fire started at 633 pm PDT on September 4th (Labor Day Weekend) in the vicinity of Big Creek, California near the town of Shaver Lake. The fire was in an area of very heavy tree mortality in the Sierra National Forest. The fire had explosive grown on September 5th and 6th under excessive heat and low humidity, but not much wind. The fire became plume dominated on the 5th and column collapses were noted by AlertFire Cameras late on the 5th within the extremely unstable environment. Damaging fire whirls occurred just north of Mammoth Pool with ground survey estimated winds at 115-125 mph, and near Huntington Lake with patterns indicating winds of 90-107 mph. By the evening of September 6th, the fire fire had grown to 73,278 acres. Extensive smoke|allowed the fire to slow some by Monday and Tuesday September 7th-8th, however the fore continued to grow, reaching nearly 153,000 acres by September 9th. Around this time, the complexity of the incident necessitated management of the fire to be split into a north zone and a south zone with 2 overhead teams assigned. The fire closed Highway 168 and may local roads and there were evacuations of as many as 45,000 people. Hundreds of people were rescued by California National Guard helicopters from the Mammoth Pool area and also from the China Peak ski resort. Hot and dry conditions under strong high pressure continued throughout the remainder of September with extensive smoke often hampering air operations. By the end of September the fire had burned 307,051 acres and had destroyed 853 structures and damaged 64 others. Cost of containment was $106 Million. The fire continued to burn into November.","The Creek fire started at 633 pm PDT on September 4th (Labor Day Weekend) in the vicinity of Big Creek, California near the town of Shaver Lake. The fire was in an area of very heavy tree mortality in the Sierra National Forest. The fire had explosive grown on September 5th and 6th under excessive heat and low humidity, but not much wind. The fire became plume dominated on the 5th and column collapses were noted by AlertFire Cameras late on the 5th within the extremely unstable environment. Damaging fire whirls occurred just north of Mammoth Pool with ground survey estimated winds at 115-125 mph, and near Huntington Lake with patterns indicating winds of 90-107 mph. By the evening of September 6th, the fire fire had grown to 73,278 acres. Extensive smoke|allowed the fire to slow some by Monday and Tuesday September 7th-8th, however the fore continued to grow, reaching nearly 153,000 acres by September 9th. Around this time, the complexity of the incident necessitated management of the fire to be split into a north zone and a south zone with 2 overhead teams assigned. The fire closed Highway 168 and may local roads and there were evacuations of as many as 45,000 people. Hundreds of people were rescued by California National Guard helicopters from the Mammoth Pool area and also from the China Peak ski resort. Hot ands dry conditions under strong high pressure continued throughout the remainder of September with extensive smoke often hampering air operations. By the end of September the fire had burned 307,051 acres and had destroyed 853 structures and damaged 64 others. Cost of containment was $106 Million. The fire continued to burn into November.",120
922214,CENTRAL SIERRA FOOTHILLS (ZONE), ,09/04/2020,1730,Wildfire, , ,0,0,0,0,CA,PST-8, ,152993,Z,190,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2020,2359, , , , ,"The Creek fire started at 633 pm PDT on September 4th (Labor Day Weekend) in the vicinity of Big Creek, California near the town of Shaver Lake. The fire was in an area of very heavy tree mortality in the Sierra National Forest. The fire had explosive grown on September 5th and 6th under excessive heat and low humidity, but not much wind. The fire became plume dominated on the 5th and column collapses were noted by AlertFire Cameras late on the 5th within the extremely unstable environment. Damaging fire whirls occurred just north of Mammoth Pool with ground survey estimated winds at 115-125 mph, and near Huntington Lake with patterns indicating winds of 90-107 mph. By the evening of September 6th, the fire fire had grown to 73,278 acres. Extensive smoke|allowed the fire to slow some by Monday and Tuesday September 7th-8th, however the fore continued to grow, reaching nearly 153,000 acres by September 9th. Around this time, the complexity of the incident necessitated management of the fire to be split into a north zone and a south zone with 2 overhead teams assigned. The fire closed Highway 168 and may local roads and there were evacuations of as many as 45,000 people. Hundreds of people were rescued by California National Guard helicopters from the Mammoth Pool area and also from the China Peak ski resort. Hot and dry conditions under strong high pressure continued throughout the remainder of September with extensive smoke often hampering air operations. By the end of September the fire had burned 307,051 acres and had destroyed 853 structures and damaged 64 others. Cost of containment was $106 Million. The fire continued to burn into November.","The Creek fire started at 633 pm PDT on September 4th (Labor Day Weekend) in the vicinity of Big Creek, California near the town of Shaver Lake. The fire was in an area of very heavy tree mortality in the Sierra National Forest. The fire had explosive grown on September 5th and 6th under excessive heat and low humidity, but not much wind. The fire became plume dominated on the 5th and column collapses were noted by AlertFire Cameras late on the 5th within the extremely unstable environment. Damaging fire whirls occurred just north of Mammoth Pool with ground survey estimated winds at 115-125 mph, and near Huntington Lake with patterns indicating winds of 90-107 mph. By the evening of September 6th, the fire fire had grown to 73,278 acres. Extensive smoke|allowed the fire to slow some by Monday and Tuesday September 7th-8th, however the fore continued to grow, reaching nearly 153,000 acres by September 9th. Around this time, the complexity of the incident necessitated management of the fire to be split into a north zone and a south zone with 2 overhead teams assigned. The fire closed Highway 168 and may local roads and there were evacuations of as many as 45,000 people. Hundreds of people were rescued by California National Guard helicopters from the Mammoth Pool area and also from the China Peak ski resort. Hot ands dry conditions under strong high pressure continued throughout the remainder of September with extensive smoke often hampering air operations. By the end of September the fire had burned 307,051 acres and had destroyed 853 structures and damaged 64 others. Cost of containment was $106 Million. The fire continued to burn into November.",121
923447,CENTRAL SIERRA (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,153361,Z,192,HNX,0,0,Park/Forest Service, , , , , , , , ,10/31/2020,2359, , , , ,"The Creek Fire continued to burn an average of 2000 acres a day during October under warmer than normal temperatures, low humidities, and a couple of offshore wind events. No additional structures were damaged and spread of the fire was mainly to the northeast. By the end of October, the fire had grown to over 377,000 acres and was 70 percent contained.","The Creek fire started at 633 pm PDT on September 4th (Labor Day Weekend) in the vicinity of Big Creek, California near the town of Shaver Lake. The fire was in an area of very heavy tree mortality in the Sierra National Forest. The fire had explosive grown on September 5th and 6th under excessive heat and low humidity, but not much wind. The fire became plume dominated on the 5th and column collapses were noted by AlertFire Cameras late on the 5th within the extremely unstable environment. Damaging fire whirls occurred just north of Mammoth Pool with ground survey estimated winds at 115-125 mph, and near Huntington Lake with patterns indicating winds of 90-107 mph. By the evening of September 6th, the fire fire had grown to 73,278 acres. Extensive smoke allowed the fire to slow some by Monday and Tuesday September 7th-8th, however the fore continued to grow, reaching nearly 153,000 acres by September 9th. Around this time, the complexity of the incident necessitated management of the fire to be split into a north zone and a south zone with 2 overhead teams assigned. The fire closed Highway 168 and may local roads and there were evacuations of as many as 45,000 people. Hundreds of people were rescued by California National Guard helicopters from the Mammoth Pool area and also from the China Peak ski resort. Hot ands dry conditions under strong high pressure continued throughout the remainder of September with extensive smoke often hampering air operations. By the end of September the fire had burned 307,051 acres and had destroyed 853 structures and damaged 64 others. Cost of containment was $106 Million. The fire continued to grow by an average of 2000 acres a day throughout October under warm than normal conditions and low humidities and a couple of offshore wind events. The fire reached  379,571 acres by the end of November.",122
923448,CENTRAL SIERRA FOOTHILLS (ZONE), ,10/01/2020,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,153361,Z,190,HNX,0,0,Park/Forest Service, , , , , , , , ,10/31/2020,2359, , , , ,"The Creek Fire continued to burn an average of 2000 acres a day during October under warmer than normal temperatures, low humidities, and a couple of offshore wind events. No additional structures were damaged and spread of the fire was mainly to the northeast. By the end of October, the fire had grown to over 377,000 acres and was 70 percent contained.","The Creek fire started at 633 pm PDT on September 4th (Labor Day Weekend) in the vicinity of Big Creek, California near the town of Shaver Lake. The fire was in an area of very heavy tree mortality in the Sierra National Forest. The fire had explosive grown on September 5th and 6th under excessive heat and low humidity, but not much wind. The fire became plume dominated on the 5th and column collapses were noted by AlertFire Cameras late on the 5th within the extremely unstable environment. Damaging fire whirls occurred just north of Mammoth Pool with ground survey estimated winds at 115-125 mph, and near Huntington Lake with patterns indicating winds of 90-107 mph. By the evening of September 6th, the fire fire had grown to 73,278 acres. Extensive smoke allowed the fire to slow some by Monday and Tuesday September 7th-8th, however the fore continued to grow, reaching nearly 153,000 acres by September 9th. Around this time, the complexity of the incident necessitated management of the fire to be split into a north zone and a south zone with 2 overhead teams assigned. The fire closed Highway 168 and may local roads and there were evacuations of as many as 45,000 people. Hundreds of people were rescued by California National Guard helicopters from the Mammoth Pool area and also from the China Peak ski resort. Hot ands dry conditions under strong high pressure continued throughout the remainder of September with extensive smoke often hampering air operations. By the end of September the fire had burned 307,051 acres and had destroyed 853 structures and damaged 64 others. Cost of containment was $106 Million. The fire continued to grow by an average of 2000 acres a day throughout October under warm than normal conditions and low humidities and a couple of offshore wind events. The fire reached  379,571 acres by the end of November.",123
